dept_code,name,field,nuts3,region,vac_2025,base_2025,ebe_coefficient,tourism_per_capita,gdp_per_capita,is_metro,base_2019
163,ΚΙΝΗΜΑΤΟΓΡΑΦΟΥ (ΘΕΣΣΑΛΟΝΙΚΗ),4ο,EL522,Thessaloniki,0.0,13125.0,1.2,3.616,16900,True,13243.0
1635,ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),3ο,EL522,Thessaloniki,0.0,12650.0,1.0,3.616,16900,True,13230.0
208,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΒΟΛΟΣ),2ο,EL613,"Magnisia, Sporades",0.0,14105.0,1.0,16.025,15300,False,13140.0
407,ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ (ΚΕΡΚΥΡΑ),1ο,EL622,Kerkyra,0.0,13440.0,0.8,100.783,16100,False,13120.0
309,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΑΘΗΝΑ),4ο,EL303,Kentrikos Tomeas Athinon,0.0,13896.0,1.2,7.859,38500,True,13087.0
225,ΑΓΡΟΝΟΜΩΝ ΚΑΙ ΤΟΠΟΓΡΑΦΩΝ ΜΗΧΑΝΙΚΩΝ - ΜΗΧΑΝΙΚΩΝ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ (ΑΘΗΝΑ),2ο,EL303,Kentrikos Tomeas Athinon,0.25,14715.0,1.2,7.859,38500,True,13047.0
411,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΔΙΕΘΝΩΝ ΣΧΕΣΕΩΝ (ΚΟΡΙΝΘΟΣ),1ο,EL652,Korinthia,0.0,11530.0,0.95,6.897,17300,False,13046.0
132,ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΡΕΘΥΜΝΟ),4ο,EL433,Rethymni,0.0,13375.0,1.0,73.039,15900,False,13024.0
408,ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.0,15050.0,0.9,7.859,38500,True,13020.0
392,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΙΓΑΛΕΩ),2ο,EL302,Dytikos Tomeas Athinon,0.0,15477.0,1.2,0.066,13900,True,12994.0
311,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ) - ΑΠΘ,4ο,EL522,Thessaloniki,0.0,13240.0,1.2,3.616,16900,True,12987.0
177,"ΙΣΤΟΡΙΑΣ, ΑΡΧΑΙΟΛΟΓΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΝΘΡΩΠΟΛΟΓΙΑΣ (ΒΟΛΟΣ)",1ο,EL613,"Magnisia, Sporades",0.0,9775.0,0.8,16.025,15300,False,12956.0
1516,ΕΠΙΣΤΗΜΗΣ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ (ΚΑΛΑΜΑΤΑ),3ο,EL653,"Lakonia, Messinia",0.0,11460.0,0.9,13.534,14700,False,12929.0
779,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΙΩΑΝΝΙΝΑ),2ο,EL543,Ioannina,0.0,16785.0,0.8,6.116,13000,False,12836.0
257,ΦΥΣΙΚΗΣ (ΠΑΤΡΑ),2ο,EL632,Achaia,0.5707070707070707,10920.0,0.9,3.13,15400,False,12836.0
1010,ΦΙΛΟΣΟΦΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.45,11365.0,1.0,7.859,38500,True,12831.0
393,ΝΑΥΠΗΓΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΙΓΑΛΕΩ),2ο,EL302,Dytikos Tomeas Athinon,0.0,14850.0,1.0,0.066,13900,True,12818.0
1625,ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΗΛΕΚΤΡΟΝΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),4ο,EL522,Thessaloniki,0.0,14740.0,1.2,3.616,16900,True,12806.0
1610,ΑΓΩΓΗΣ ΚΑΙ ΦΡΟΝΤΙΔΑΣ ΣΤΗΝ ΠΡΩΙΜΗ ΠΑΙΔΙΚΗ ΗΛΙΚΙΑ (ΘΕΣΣΑΛΟΝΙΚΗ),4ο,EL522,Thessaloniki,0.0,11250.0,0.8,3.616,16900,True,12792.0
166,ΠΑΙΔΑΓΩΓΙΚΟ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΒΟΛΟΣ),4ο,EL613,"Magnisia, Sporades",0.0,12425.0,0.8,16.025,15300,False,12773.0
384,ΘΕΩΡΙΑΣ ΚΑΙ ΙΣΤΟΡΙΑΣ ΤΗΣ ΤΕΧΝΗΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.0,10210.0,0.85,7.859,38500,True,12739.0
336,ΒΙΟΜΗΧΑΝΙΚΗΣ ΔΙΟΙΚΗΣΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ (ΠΕΙΡΑΙΑΣ),4ο,EL307,"Peiraias, Nisoi",0.0,13465.0,1.2,3.126,22300,True,12695.0
136,ΕΠΙΣΤΗΜΩΝ ΤΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΤΗΣ ΑΓΩΓΗΣ ΣΤΗΝ ΠΡΟΣΧΟΛΙΚΗ ΗΛΙΚΙΑ (ΠΑΤΡΑ),4ο,EL632,Achaia,0.0,13000.0,0.9,3.13,15400,False,12680.0
142,ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ),4ο,EL511,Evros,0.0,13000.0,0.8,4.147,13700,False,12667.0
369,ΠΛΗΡΟΦΟΡΙΚΗΣ ΜΕ ΕΦΑΡΜΟΓΕΣ ΣΤΗ ΒΙΟΪΑΤΡΙΚΗ (ΛΑΜΙΑ),4ο,EL644,Fthiotida,0.0,12515.0,1.0,2.285,15000,False,12650.0
334,ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΦΛΩΡΙΝΑ),4ο,EL533,Florina,0.0,12860.0,0.8,1.249,18500,False,12647.0
324,ΕΠΙΣΤΗΜΗΣ ΖΩΙΚΗΣ ΠΑΡΑΓΩΓΗΣ (ΑΘΗΝΑ),3ο,EL303,Kentrikos Tomeas Athinon,0.1044776119402985,11950.0,1.0,7.859,38500,True,12619.0
146,ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.0,10550.0,0.8,7.859,38500,True,12602.0
149,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ (ΡΕΘΥΜΝΟ),1ο,EL433,Rethymni,0.0,10250.0,0.8,73.039,15900,False,12602.0
175,ΦΙΛΟΛΟΓΙΑΣ (ΠΑΤΡΑ),1ο,EL632,Achaia,0.0,10060.0,0.8,3.13,15400,False,12599.0
1423,ΓΛΩΣΣΙΚΩΝ ΚΑΙ ΔΙΑΠΟΛΙΤΙΣΜΙΚΩΝ ΣΠΟΥΔΩΝ (ΒΟΛΟΣ),1ο,EL613,"Magnisia, Sporades",0.0,9410.0,0.8,16.025,15300,False,12535.0
1272,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΠΑΤΡΑ),3ο,EL632,Achaia,0.07471264367816093,11400.0,0.95,3.13,15400,False,12461.0
340,ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ (ΙΩΑΝΝΙΝΑ),2ο,EL543,Ioannina,0.7014218009478673,13355.0,1.1,6.116,13000,False,12386.0
373,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ (ΚΟΜΟΤΗΝΗ),1ο,EL513,Rodopi,0.0,10660.0,0.8,2.051,12100,False,12372.0
1553,ΜΑΙΕΥΤΙΚΗΣ (ΠΤΟΛΕΜΑΪΔΑ),3ο,EL531,"Grevena, Kozani",0.7763157894736842,12065.0,1.0,0.98,15900,False,12101.0
156,ΠΑΙΔΑΓΩΓΙΚΟ ΝΗΠΙΑΓΩΓΩΝ (ΙΩΑΝΝΙΝΑ),4ο,EL543,Ioannina,0.0,11905.0,1.0,6.116,13000,False,12074.0
173,ΙΣΤΟΡΙΑΣ ΚΑΙ ΦΙΛΟΣΟΦΙΑΣ ΤΗΣ ΕΠΙΣΤΗΜΗΣ (ΑΘΗΝΑ),4ο,EL303,Kentrikos Tomeas Athinon,0.0,10810.0,1.0,7.859,38500,True,12036.0
207,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΞΑΝΘΗ),2ο,EL512,Xanthi,0.0,13164.0,0.9,1.469,11100,False,11992.0
230,ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ (ΧΑΝΙΑ),4ο,EL434,Chania,0.4852941176470588,12290.0,1.2,59.685,16800,False,11986.0
187,ΚΟΙΝΩΝΙΚΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ (ΚΟΡΙΝΘΟΣ),1ο,EL652,Korinthia,0.0,10540.0,0.85,6.897,17300,False,11975.0
1653,ΕΠΙΣΤΗΜΩΝ ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ (ΣΗΤΕΙΑ),3ο,EL432,Lasithi,0.0,10460.0,0.8,55.403,19800,False,11963.0
274,"ΓΕΩΠΟΝΙΑΣ, ΦΥΤΙΚΗΣ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΑΓΡΟΤΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΒΟΛΟΣ)",3ο,EL613,"Magnisia, Sporades",0.549618320610687,11010.0,0.95,16.025,15300,False,11950.0
679,ΔΗΜΟΣΙΑΣ ΚΑΙ ΚΟΙΝΟΤΙΚΗΣ ΥΓΕΙΑΣ (ΑΘΗΝΑ),3ο,EL303,Kentrikos Tomeas Athinon,0.0,11680.0,0.9,7.859,38500,True,11936.0
152,ΟΙΚΟΝΟΜΙΚΗΣ ΚΑΙ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΑΝΑΠΤΥΞΗΣ (ΑΘΗΝΑ),4ο,EL303,Kentrikos Tomeas Athinon,0.0,12675.0,1.2,7.859,38500,True,11893.0
143,ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΡΟΔΟΣ),4ο,EL421,"Kalymnos, Karpathos – Iroiki Nisos Kasos, Kos, Rodos",0.0,11875.0,0.8,121.339,16700,False,11872.0
370,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΧΑΝΙΑ),2ο,EL434,Chania,0.3482142857142857,15470.0,1.05,59.685,16800,False,11859.0
1302,ΚΟΙΝΩΝΙΚΗΣ ΠΟΛΙΤΙΚΗΣ (ΚΟΜΟΤΗΝΗ),4ο,EL513,Rodopi,0.0,10820.0,0.8,2.051,12100,False,11854.0
113,ΦΙΛΟΛΟΓΙΑΣ (ΙΩΑΝΝΙΝΑ),1ο,EL543,Ioannina,0.40336134453781514,9451.0,0.85,6.116,13000,False,11817.0
327,ΑΞΙΟΠΟΙΗΣΗΣ ΦΥΣΙΚΩΝ ΠΟΡΩΝ ΚΑΙ ΓΕΩΡΓΙΚΗΣ ΜΗΧΑΝΙΚΗΣ (ΑΘΗΝΑ),3ο,EL303,Kentrikos Tomeas Athinon,0.27631578947368424,11315.0,1.0,7.859,38500,True,11810.0
677,ΦΩΤΟΓΡΑΦΙΑΣ ΚΑΙ ΟΠΤΙΚΟΑΚΟΥΣΤΙΚΩΝ ΤΕΧΝΩΝ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.0,11540.0,1.0,0.066,13900,True,11724.0
318,ΣΤΑΤΙΣΤΙΚΗΣ ΚΑΙ ΑΣΦΑΛΙΣΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ (ΠΕΙΡΑΙΑΣ),4ο,EL307,"Peiraias, Nisoi",0.0,13070.0,1.2,3.126,22300,True,11710.0
114,ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ (ΙΩΑΝΝΙΝΑ),1ο,EL543,Ioannina,0.5190476190476191,9433.0,0.85,6.116,13000,False,11706.0
350,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΒΟΛΟΣ),4ο,EL613,"Magnisia, Sporades",0.0,11851.0,1.0,16.025,15300,False,11703.0
685,"ΕΠΙΣΤΗΜΩΝ ΟΙΝΟΥ, ΑΜΠΕΛΟΥ ΚΑΙ ΠΟΤΩΝ (ΑΙΓΑΛΕΩ)",3ο,EL302,Dytikos Tomeas Athinon,0.0,11600.0,0.9,0.066,13900,True,11650.0
1249,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΙΩΑΝΝΙΝΑ),3ο,EL543,Ioannina,0.0,10930.0,0.8,6.116,13000,False,11645.0
137,ΓΕΡΜΑΝΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ),1ο,EL522,Thessaloniki,0.5779816513761468,11030.0,0.8,3.616,16900,True,11602.0
227,ΑΓΡΟΝΟΜΩΝ ΚΑΙ ΤΟΠΟΓΡΑΦΩΝ ΜΗΧΑΝΙΚΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),2ο,EL522,Thessaloniki,0.37662337662337664,12655.0,1.05,3.616,16900,True,11591.0
188,ΤΟΥΡΚΙΚΩΝ ΣΠΟΥΔΩΝ ΚΑΙ ΣΥΓΧΡΟΝΩΝ ΑΣΙΑΤΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.7209302325581395,11250.0,1.0,7.859,38500,True,11577.0
158,ΠΑΙΔΑΓΩΓΙΚΟ ΠΡΟΣΧΟΛΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ (ΡΕΘΥΜΝΟ),4ο,EL433,Rethymni,0.0,11600.0,1.0,73.039,15900,False,11553.0
1433,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΛΑΡΙΣΑ),3ο,EL612,Larisa,0.3466666666666667,10570.0,0.9,1.244,17100,False,11524.0
672,ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.0,12765.0,1.2,0.066,13900,True,11505.0
190,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΤΡΙΠΟΛΗ),3ο,EL651,"Argolida, Arkadia",0.4,9755.0,0.85,10.215,19700,False,11495.0
1241,ΑΓΩΓΗΣ ΚΑΙ ΦΡΟΝΤΙΔΑΣ ΣΤΗΝ ΠΡΩΙΜΗ ΠΑΙΔΙΚΗ ΗΛΙΚΙΑ (ΙΩΑΝΝΙΝΑ),4ο,EL543,Ioannina,0.0,10914.0,1.0,6.116,13000,False,11438.0
341,ΠΑΙΔΑΓΩΓΙΚΟ ΝΗΠΙΑΓΩΓΩΝ (ΦΛΩΡΙΝΑ),4ο,EL533,Florina,0.0,10975.0,1.0,1.249,18500,False,11408.0
99,ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ (ΛΑΜΙΑ),4ο,EL644,Fthiotida,0.0326530612244898,10500.0,1.0,2.285,15000,False,11405.0
1651,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΗΡΑΚΛΕΙΟ),3ο,EL431,Irakleio,0.0,10050.0,0.8,47.821,15800,False,11398.0
247,ΜΑΘΗΜΑΤΙΚΩΝ (ΠΑΤΡΑ),2ο,EL632,Achaia,0.0,10053.0,0.8,3.13,15400,False,11395.0
259,ΦΥΣΙΚΗΣ (ΙΩΑΝΝΙΝΑ),2ο,EL543,Ioannina,0.5727272727272728,9365.0,0.8,6.116,13000,False,11379.0
261,ΦΥΣΙΚΗΣ (ΗΡΑΚΛΕΙΟ),2ο,EL431,Irakleio,0.7833333333333333,13073.0,1.05,47.821,15800,False,11375.0
326,ΑΓΡΟΤΙΚΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ (ΑΘΗΝΑ),4ο,EL303,Kentrikos Tomeas Athinon,0.0,12310.0,0.85,7.859,38500,True,11370.0
319,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΠΑΤΡΑ),4ο,EL632,Achaia,0.18382352941176472,12426.0,1.2,3.13,15400,False,11270.0
387,ΗΛΕΚΤΡΟΛΟΓΩΝ ΚΑΙ ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΙΓΑΛΕΩ),2ο,EL302,Dytikos Tomeas Athinon,0.6026490066225165,14520.0,1.2,0.066,13900,True,11247.0
234,ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ (ΞΑΝΘΗ),2ο,EL512,Xanthi,0.0,15575.0,0.8,1.469,11100,False,11233.0
160,ΕΠΙΣΤΗΜΩΝ ΤΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΣΤΗΝ ΠΡΟΣΧΟΛΙΚΗ ΗΛΙΚΙΑ (ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ),4ο,EL511,Evros,0.0,10750.0,0.8,4.147,13700,False,11225.0
224,ΜΗΧΑΝΙΚΩΝ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΔΙΟΙΚΗΣΗΣ (ΞΑΝΘΗ),4ο,EL512,Xanthi,0.0,11590.0,1.1,1.469,11100,False,11217.0
348,ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ (ΜΥΤΙΛΗΝΗ),1ο,EL411,"Lesvos, Limnos",0.3581395348837209,8560.0,0.8,11.093,11800,False,11187.0
1512,ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ (ΚΑΛΑΜΑΤΑ),3ο,EL653,"Lakonia, Messinia",0.0,10180.0,0.8,13.534,14700,False,11153.0
669,ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.0,12920.0,1.2,0.066,13900,True,11136.0
668,"ΑΡΧΕΙΟΝΟΜΙΑΣ, ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑΣ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΗΣΗΣ (ΑΙΓΑΛΕΩ)",4ο,EL302,Dytikos Tomeas Athinon,0.0,10730.0,0.9,0.066,13900,True,11100.0
1634,ΓΕΩΠΟΝΙΑΣ (ΘΕΣΣΑΛΟΝΙΚΗ) - ΔΙ.ΠΑ.Ε.,3ο,EL522,Thessaloniki,0.4311377245508982,11040.0,0.95,3.616,16900,True,11063.0
351,ΠΟΛΙΤΙΚΗΣ ΕΠΙΣΤΗΜΗΣ (ΡΕΘΥΜΝΟ),1ο,EL433,Rethymni,0.0,9300.0,0.8,73.039,15900,False,11061.0
1429,ΕΠΙΣΤΗΜΗΣ ΤΡΟΦΙΜΩΝ ΚΑΙ ΔΙΑΤΡΟΦΗΣ (ΚΑΡΔΙΤΣΑ),3ο,EL611,"Karditsa, Trikala",0.0,9775.0,0.8,3.385,12700,False,11059.0
345,ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ (ΙΩΑΝΝΙΝΑ),4ο,EL543,Ioannina,0.0,11450.0,1.0,6.116,13000,False,11023.0
249,ΜΑΘΗΜΑΤΙΚΩΝ (ΙΩΑΝΝΙΝΑ),2ο,EL543,Ioannina,0.5306122448979592,9385.0,0.8,6.116,13000,False,10936.0
275,ΔΑΣΟΛΟΓΙΑΣ ΚΑΙ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΘΕΣΣΑΛΟΝΙΚΗ),3ο,EL522,Thessaloniki,0.0,11340.0,0.8,3.616,16900,True,10870.0
162,ΕΠΙΣΤΗΜΩΝ ΤΗΣ ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ (ΡΟΔΟΣ),4ο,EL421,"Kalymnos, Karpathos – Iroiki Nisos Kasos, Kos, Rodos",0.0,10150.0,0.8,121.339,16700,False,10803.0
366,ΠΛΗΡΟΦΟΡΙΚΗΣ (ΚΕΡΚΥΡΑ),4ο,EL622,Kerkyra,0.0,8640.0,0.8,100.783,16100,False,10745.0
116,ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ (ΡΕΘΥΜΝΟ),1ο,EL433,Rethymni,0.5578231292517006,9050.0,0.8,73.039,15900,False,10737.0
1248,ΜΟΥΣΙΚΩΝ ΣΠΟΥΔΩΝ (ΑΡΤΑ),1ο,EL541,"Arta, Preveza",0.25165562913907286,11660.0,0.9,12.531,12100,False,10660.0
283,ΓΕΩΛΟΓΙΑΣ ΚΑΙ ΓΕΩΠΕΡΙΒΑΛΛΟΝΤΟΣ (ΑΘΗΝΑ),2ο,EL303,Kentrikos Tomeas Athinon,0.0,11100.0,0.8,7.859,38500,True,10623.0
1617,ΝΟΣΗΛΕΥΤΙΚΗΣ (ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ),3ο,EL511,Evros,0.0,9900.0,0.8,4.147,13700,False,10622.0
670,ΔΙΟΙΚΗΣΗΣ ΤΟΥΡΙΣΜΟΥ (ΑΙΓΑΛΕΩ),4ο,EL302,Dytikos Tomeas Athinon,0.9185667752442996,15850.0,1.2,0.066,13900,True,10619.0
115,ΦΙΛΟΛΟΓΙΑΣ (ΡΕΘΥΜΝΟ),1ο,EL433,Rethymni,0.5959595959595959,9134.0,0.8,73.039,15900,False,10572.0
102,ΦΙΛΟΣΟΦΙΑΣ (ΠΑΤΡΑ),1ο,EL632,Achaia,0.2621951219512195,9360.0,0.8,3.13,15400,False,10504.0
1523,ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ - ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ (ΠΑΤΡΑ),2ο,EL632,Achaia,0.0,13400.0,1.0,3.13,15400,False,10405.0
135,ΓΕΡΜΑΝΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ (ΑΘΗΝΑ),1ο,EL303,Kentrikos Tomeas Athinon,0.7795275590551181,11850.0,0.8,7.859,38500,True,10403.0
144,ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΒΙΩΣΙΜΗΣ ΑΝΑΠΤΥΞΗΣ (ΑΘΗΝΑ),4ο,EL303,Kentrikos Tomeas Athinon,0.0,12556.0,1.1,7.859,38500,True,10379.0
189,ΦΙΛΟΛΟΓΙΑΣ (ΚΑΛΑΜΑΤΑ),1ο,EL653,"Lakonia, Messinia",0.24475524475524477,8900.0,0.8,13.534,14700,False,10375.0
98,ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ (ΤΡΙΠΟΛΗ),4ο,EL651,"Argolida, Arkadia",0.3476190476190476,11550.0,1.1,10.215,19700,False,10373.0
1278,ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ (ΑΓΡΙΝΙΟ),3ο,EL631,Aitoloakarnania,0.0,9630.0,0.8,2.237,13500,False,10306.0
1606,ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΠΛΗΡΟΦΟΡΙΑΚΩΝ ΣΥΣΤΗΜΑΤΩΝ (ΘΕΣΣΑΛΟΝΙΚΗ),4ο,EL522,Thessaloniki,0.0,12360.0,1.0,3.616,16900,True,10244.0
1011,ΨΗΦΙΑΚΩΝ ΤΕΧΝΩΝ ΚΑΙ ΚΙΝΗΜΑΤΟΓΡΑΦΟΥ (ΨΑΧΝΑ ΕΥΒΟΙΑΣ),4ο,EL642,Evvoia,0.0,10520.0,0.8,8.356,16600,False,10225.0
1425,ΔΗΜΟΣΙΑΣ ΚΑΙ ΕΝΙΑΙΑΣ ΥΓΕΙΑΣ (ΚΑΡΔΙΤΣΑ),3ο,EL611,"Karditsa, Trikala",0.06593406593406594,9600.0,0.8,3.385,12700,False,10197.0
169,ΘΕΑΤΡΙΚΩΝ ΣΠΟΥΔΩΝ (ΠΑΤΡΑ),1ο,EL632,Achaia,0.3253012048192771,9040.0,0.8,3.13,15400,False,10190.0
104,"ΙΣΤΟΡΙΑΣ, ΑΡΧΑΙΟΛΟΓΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΠΟΛΙΤΙΣΜΙΚΩΝ ΑΓΑΘΩΝ (ΚΑΛΑΜΑΤΑ)",1ο,EL653,"Lakonia, Messinia",0.5420560747663551,8760.0,0.8,13.534,14700,False,10182.0
1609,"ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑΣ, ΑΡΧΕΙΟΝΟΜΙΑΣ ΚΑΙ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΗΣΗΣ (ΘΕΣΣΑΛΟΝΙΚΗ)",4ο,EL522,Thessaloniki,0.0,9300.0,0.8,3.616,16900,True,10137.0
367,ΤΕΧΝΩΝ ΗΧΟΥ ΚΑΙ ΕΙΚΟΝΑΣ (ΚΕΡΚΥΡΑ),4ο,EL622,Kerkyra,0.0,9410.0,0.8,100.783,16100,False,10137.0
394,ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ (ΑΙΓΑΛΕΩ),2ο,EL302,Dytikos Tomeas Athinon,0.0,13600.0,1.0,0.066,13900,True,10014.0
1622,"ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ, ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ (ΣΕΡΡΕΣ)",4ο,EL526,Serres,0.0,13450.0,1.0,2.099,12500,False,10002.0
